name,party,organization_name,organization_address,food,amount,purpose
심상정,정의당,미소야(덕양 구청점),고양시 덕양구 화정동 966-1,일식,7000,의원 수행 식대
박병석,더불어민주당,미스터왕식당,대전 서구 둔산동 1176,중식,68000,
박병석,더불어민주당,미스터왕식당,대전 서구 둔산동 1176,중식,95000,
박병석,더불어민주당,미스터왕식당,대전 서구 둔산동 1176,중식,66000,
김태호,새누리당 ,미진숯불갈비,경상남도 김해시 부원동 169-6,한식,677000,시청시자간담회
김재원,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,282000,
김재원,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,양식,751000,
김재원,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,481000,
류성걸,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,450000,보좌진 간담회
정갑윤,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,238000,식대
김광림,새누리당,민우네 김밥,경북 안동시 남은동 제비원상가 1호 ,분식,117500,신년인사회 다과
강기정,새정치민주연합,바다로,광주 북구 문흥동 1001-4,기타,99000,식사비
강기정,새정치민주연합,바다회타운,광주 동구 지산동 712-33,기타,69000,식사비
박병석,더불어민주당,바다횟집,대전 중구 동대로 1203-2,기타,70000,
박병석,더불어민주당,바다횟집,대전 중구 동대로 1203-2,기타,70000,
김재원,새누리당,바루,서울 종로구 견지동 71,한식,308000,
강기정,새정치민주연합,밤실한우촌,광주 북구 밤실로 191번길 6,한식,90000,공무원 연금개혁현안 간담회의
김용태,새누리당,백남관광(주)프레지던트호텔,서울 중구 을지로1가 1 88-3,호텔,180000,간담회 식사 - 의원연구단체 (한중포럼)
김재원,새누리당,백년한정식,서울 서초구 남부순환로323길1 지하1층,한식,27000,
박민식,새누리당,백로,서울특별시 용산구 청파로 378 ,한식,7500,정보유출 대책회의
김재원,새누리당,백원,서울 영등포구 여의공원로 101,중식,200000,
심상정,정의당,백제 231,서울시 동작구 사당동 265-11,한식,39000,식대(의원 외 1인)
심상정,정의당,백제 231,서울시 동작구 사당동 265-11,한식,75000,식대(의원 외 5인)
박병석,더불어민주당,뱃고동낙지마당,대전 서구 경림동 583,한식,79800,
박병석,더불어민주당,뱃고동낙지마당,대전 서구 정림동 583,한식,32300,
김재원,새누리당,벙글벙글,대구 중구 동덕로36길 9-12 2층,한식,52000,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,176000,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,1159100,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,952000,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,151000,
김재원,새누리당,벤-2,서울 영등포구 여의도동 13-22 지하1층,양식,300000,
김재원,새누리당,병천황토순대,서울 영등포구 여의도동 13-22  지하5호,한식,78000,
김관영,국민의당,보드람,영등포구 여의도동 17 ,양식,67000,"의원, 방송사 심야토론 기획팀 식대 "
서상기,새누리당,보리보리 옥선이 시골밥상,서울 종로구 명륜동1가 35,한식,78000,정책개발간담회
강기정,새정치민주연합,복어촌,광주 북구 용봉동 1341-2,한식,79000,식사비
류성걸,새누리당,본가갈비,경기도 수원시 팔달구 우만동 469-7,한식,22000,보좌진 간담회
강기정,새정치민주연합,본가네추어탕,광주 북구 두암동 560-40,한식,42000,식사비
박명재,새누리당,본죽 여의도,서울시 영등포구 여의도동16 더샵 아일랜드파크,한식,64500,상임위관련 보좌직원 간담회 (6명)
박명재,새누리당,본죽 천천점,경기 수윈시 장안구 천천동 527-8,한식,23500,조세법안 준비 관련 회의(3명)
박명재,새누리당,본죽 천천점,경기 수윈시 장안구 천천동 527-8,한식,13000,상임위 준비관련회의(2명)
박명재,새누리당,본죽 천천점,경기 수윈시 장안구 천천동 527-8,한식,16000,공공기관 임금피크제 관련회의(2명)
류성걸,새누리당,봄샘,서울특별시 영등포구 여의도동 14-12,한식,78000,보좌진 간담회
정갑윤,새누리당,봄샘,서울특별시 영등포구 여의도동 14-12,한식,868000,새누리당 당직자 간담회
심상정,정의당,봄소,고양시 일산동구 백석동 1331-2,한식,45000,식대(의원 외 2인)
박명재,새누리당,봉가진,경기 안양시 동안구 평촌대로436,한식,74000,군 인권 개선 및 병영문화혁신 특위 관련 회의(3명)
김광림,새누리당,봉평 메밀막국수,서울 동작구 사당동 252-17 서림빌딩 2층,한식,192000,정책 간담회
김무성,새누리당,봉피양마포,서울 마포구 용강동 500 50-3번지,한식,117000,정책개발을 위한 국회의원과의 의정논의
강기정,새정치민주연합,부부순대,광주 동구 필문대로 192번길 8,한식,27000,식사비
김재원,새누리당,부산복집,서울 영등포구 여의도동 한양빌딩 14-31,한식,14000,
강기정,새정치민주연합,부영식육식당,전남 나주시 남평읍 남평리 178-14,한식,160000,세월호 현안 관련 간담회
서청원,새누리당,부흥회집,동해시 목호동 2-286,한식,82000,지방세법 개정 관련 정책간담회
김재원,새누리당,북촌마님,서울 종로구 북촌로 65,한식,570000,
강기정,새정치민주연합,북해도,광주 서구 쌍촌동 965-23 1층,기타,63000,식사비
강기정,새정치민주연합,불타는 복돼지,광주 북구 대천로 124-9 문흥동,한식,99000,4대강 녹조조사현안 간담회
강기정,새정치민주연합,불타는 복돼지,광주 북구 대천로 124-9 문흥동,한식,99000,공무워 연금개혁 간담회
김재원,새누리당,블랙앵거스 프리미엄,,기타,110000,
김재원,새누리당,블루문,서울 강남구 도곡2동 467-19 현대비젼21 308호,양식,105000,
김재원,새누리당,블루문,서울 강남구 도곡2동 467-19 현대비젼21 308호,양식,105000,
류성걸,새누리당,사까에,서울특별시 중구 태평로1가 61-1,일식,229900,보좌진 간담회
박명재,새누리당,사당경복궁,서울시 서초구 방배동 444-3 파스텔시티 6층,한식,112000,보조금관리법개정관련 전문가 간담회 (4명)
이철우,새누리당,사리원소반,서울특별시 구로구 경인로 662 디큐브백화점 5층,한식,240000,정보위결산관련 간담회
박민식,새누리,사월에보리밥,서울시 서초구 서초대로 73길,한식,19000,지역구 현안 사업관련 간담회
박대동,새누리당,사조참치,서울시 영등포구 여의도동 17-26,한식,264000,지역현안 및 예산 관련 간담회
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,34500,식사비
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,18000,식사비
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,28000,식사비
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,22500,식사비
김재원,새누리당,산야한정식,경북 의성군 의성읍 후죽리 735-2,한식,150000,
심상정,정의당,산채향,서울 종로구 신문로 2가,한식,91000,식대(의원 외 7인)
심상정,정의당,산채향,서울 종로구 신문로 2가 1-209,한식,136000,식대(의원 외 3인)
강기정,새정치민주연합,산해들애,광주 서구 계수로 51번길 8 쌍촌동 1층,한식,29700,식사비
김재원,새누리당,산해들애와바,서울 영등포구 국회대로 70길 15-1,한식,197000,
김재원,새누리당,산해들애와바,서울 영등포구 국회대로 70길 15-1,한식,146000,
박병석,더불어민주당,산호초횟집,대전 서구 둔산로 123번길 28,한식,70000,
김재원,새누리당,삼도회집,서울 영등포구 여의도동 17-1 금산빌딩,일식,112000,
김재원,새누리당,삼도회집,서울 영등포구 여의도동 17-1 금산빌딩,일식,161000,
김재원,새누리당,삼도회집,서울 영등포구 여의도동 17-1 금산빌딩,일식,70000,
박대동,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,56000,의원 및 수행원 식대
박대동,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,34000,의원 및 수행원 식대
박대동,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,35000,의원 및 수행원 식대
정갑윤,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,56000,식대
박대동,새누리당,삼주외식산업(주),세종시 다솜3로 48,한식,742000,지역예산관련 간담회
정갑윤,새누리당,삼청칼국수,서울 종로구 삼청동 62-13,한식,16000,식대
서청원,새누리당,상도갈비,동작구 상도1동 526번지,한식,598000,신분당선 통합거리비례요금제 관련 간담회
박병석,더불어민주당,새양원,서울 영등포구 여의도동 15-11,중식,33000,
박민식,새누리,색동저고리,서울 영등포구 여의도동 14-13,한식,80000,지역현안관련 관계자 회의
김재원,새누리당,생태명가,서울 영등포구 여의도동 14-13,한식,127000,
김재원,새누리당,생태명가,서울 영등포구 여의도동 14-13,한식,95000,
김재원,새누리당,생태명가,서울 영등포구 여의도동 14-13,한식,90000,
김재원,새누리당,생태명가,서울 영등포구 여의도동 14-13,한식,82000,
김재원,새누리당,생태명가,서울 영등포구 여의도동 14-13,한식,35000,
김재원,새누리당,생태명가,서울 영등포구 여의도동 14-13,한식,35000,
박병석,더불어민주당,샤브한쌈,대전 유성구 용계동 664-4,한식,63000,
박명재,새누리당,샹그리라,서울시 영등포구 여의도동 아일랜드 101-114,양식,60000,긴급현안질의 준비관련 보좌직원 회의
박민식,새누리,서강팔경,서울시 마포구 상수동 356-6,한식,55000,지역현안관련 간담회
심상정,정의당,서강팔경,서울시 마포구 상수동 356-6,양식,83600,식대(의원 외 1인)
심상정,정의당,서강팔경,서울시 마포구 상수동 356-6,양식,110000,식대(의원 외 3인)
심상정,정의당,서강팔경,서울시 마포구 상수동 356-6,양식,110000,식대(의원 외 3인)
강기정,새정치민주연합,서대나라,광주 북구 두암동 841-14,한식,49000,식사비
박대동,새누리당,서래본가,서울 서초구 반포동 93-1,한식,331800,보험업법 개정 관련 간담회
정갑윤,새누리당,서리풀,서울 서초구 반포4동 65-2,한식,24000,식대
김재원,새누리당,서산꽃게전문전,서울 마포구 도화동 201-5,한식,168000,
김재원,새누리당,서울마리나,서울 영등포구 여의도동 81-8,양식,261700,
이철우,새누리당,서울마리나 주식회사,서울특별시 영등포구 여의서로 160,뷔페,236500,재난관련 간담회
이철우,새누리당,서울마리나 주식회사,서울특별시 영등포구 여의서로 160,뷔페,197100,국가미래전략 간담회
심상정,정의당,서울역그릴,서울 용산구 한강대로 405,양식,93500,식대(의원 외 3인)
심상정,정의당,서울역그릴,서울 용산구 한강대로 405,양식,23500,식대(의원 외 2인)
심상정,정의당,서울역그릴,서울 용산구 한강대로 405,양식,43000,식대(의원 외 2인)
김재원,새누리당,석림옛집,경기 광주시 남종면 이석리 77-3,한식,74000,
강기정,새정치민주연합,석암돌솥밥,광주 북구 대천로 139번길 8-1,한식,80000,식사비
강기정,새정치민주연합,석암돌솥밥,광주 북구 대천로 139번길 8-1,한식,64000,식사비
강기정,새정치민주연합,석암돌솥밥,광주 북구 대천로 139번길 8-1,한식,32000,식사비
강기정,새정치민주연합,석암돌솥밥,광주 북구 대천로 139번길 8-1,한식,40000,식사비
서청원,새누리당,설봉,평창군 대관령면 횡계리 344-66,한식,58000,관광산업 지원 입법을 위한 간담회
심상정,정의당,성빈장,서울 영등포구 여의도동 17-16,중식,19500,식대(의원 외 1인)
심상정,정의당,성빈장,서울 영등포구 여의도동 17-16,중식,13000,의원 수행 식대
김재원,새누리당,세브브로이펍,서울 영등포구 국회대로74길 9 2층,양식,447000,
정갑윤,새누리당,세정장어구이,울산시 중구 다운동 802-10,한식,386000,MBC 기자 간담회
정갑윤,새누리당,세정장어구이,울산시 중구 다운동 802-10,한식,66000,식대
박대동,새누리당,센트럴관광개발(주),서울 서초구 반포4동 19-3번지,한식,595000,지역예산 및 현안 관련 간담회
강기정,새정치민주연합,소나무,광주 북구 풍향동 601-16,한식,98000,식사비
강기정,새정치민주연합,소나무,광주 북구 풍향동 601-16,한식,98000,광주지역 정책현안 간담회
박명재,새누리당,소담,경기도 과천시 가일로49,한식,140000,세월호 현안관련 회의(6명)
김재원,새누리당,소들녘,서울 송파구 방이동 51-10,한식,169000,
김재원,새누리당,소쇄원국시,서울 영등포구 국회대로 74길 19,한식,194000,
김재원,새누리당,소쇄원국시,서울 영등포구 국회대로74길 18,한식,34000,
김재원,새누리당,소쇄원국시,서울 영등포구 국회대로 74길 19,한식,51000,
김재원,새누리당,소쇄원국시,서울 영등포구 국회대로 74길 19,한식,96000,
김재원,새누리당,소쇄원국시,서울 영등포구 국회대로 74길 19,한식,74000,
김재원,새누리당,소쇄원국시,서울 영등포구 국회대로 74길 19,한식,51000,
강기정,새정치민주연합,소호정,서울 영등포구 여의도동 13,한식,147000,연금특위 간담회
김재원,새누리당,소호정,서울 영등포구 여의도동 13,한식,20000,
김재원,새누리당,소호정,서울 영등포구 여의도동 13,한식,30000,
김재원,새누리당,소호정,서울 영등포구 여의도동 13,한식,71000,
김재원,새누리당,소호정,서울 영등포구 여의도동 13,한식,61000,
김재원,새누리당,소호정,서울 영등포구 여의도동 13,한식,260000,
김재원,새누리당,소호정,서울 영등포구 여의도동 13,한식,112000,
박대동,새누리당,소호정,서울 영등포구 여의도동 13,한식,332000,은행권 현안관련 실무자 간담회
박대동,새누리당,소호정,서울 영등포구 여의도동 13,한식,106000,지역현현안 관련 간담회
박대동,새누리당,소호정,서울 영등포구 여의도동 13,한식,128000,상임위현안 관련 간담회
박대동,새누리당,소호정,서울 영등포구 여의도동 13,한식,143000,정기국회 대비 간담회
박대동,새누리당,소호정,서울 영등포구 여의도동 13,한식,96000,대부업법 개정관련 전문가 간담회
박대동,새누리당,소호정,서울 영등포구 여의도동 13,한식,264000,금융사 규제완화 관련 간담회
박명재,새누리당,소호정,서울 영등포구 여의도동 13,한식,153000,대정부질문 회의
박병석,더불어민주당,소호정,서울 영등포구 여의도동 13,한식,52000,
박병석,더불어민주당,소호정,서울 영등포구 여의도동 13,한식,92000,
박병석,더불어민주당,소호정,서울 영등포구 여의도동 13,한식,60000,
박병석,더불어민주당,소호정,서울 영등포구 여의도동 13,한식,112000,
박병석,더불어민주당,소호정,서울 영등포구 여의도동 13,한식,50000,
박병석,더불어민주당,소호정,서울 영등포구 여의도동 13,한식,50000,
박병석,더불어민주당,속초해물목포낙지,대전 서구 둔산동 1254 1층,한식,162000,
김재원,새누리당,속초해물탕,서울 영등포구 여의도동 14-31 한양빌딩 지하1층,한식,90000,
류성걸,새누리당,송림회식당,대구광역시 동구 신천3동 192-2,한식,130000,보좌진 간담회
김재원,새누리당,송잇골,서울 강남구 청담동 22 4 지하1층,한식,583000,
박민식,새누리,송전,서울시 종로구 종로 14,한식,70000,지역현안관련 간담회
이철우,새누리당,송탄명가 왕짬뽕,서울특별시 금천구 디지털로 130 B 101호,중식,163000,규제개혁특별법 간담회
심상정,정의당,수도시락,서울 영등포구 양산로 31길 8,한식,16000,식대(의원 외1인)
심상정,정의당,수도시락,서울 영등포구 양산로 31길 8,한식,16000,식대(수행 2인)
심상정,정의당,수도시락,서울 영등포구 양산로 31길 8,한식,24000,식대(의원 외 2인)
심상정,정의당,수도시락,서울 영등포구 양산로 31길 8,한식,56000,시대(의원 외 4인)
심상정,정의당,수도시락,서울 영등포구 양산로 31길 8,한식,40000,식대(의원 외 3인)
김용태,새누리당,수석,서울 영등포구 여의도동 13-2 삼보빌딩 지하1층 106호,한식,130000,간담회 식사 - 서울시교육청
강기정,새정치민주연합,수원회관,경기도 수원시 팔달구 매산로 119,한식,45000,식사비
강기정,새정치민주연합,순대실록,서울특별시 종로구 동숭동 1-42,한식,153000,금융피해 구제기금 법안관련 간담회
강기정,새정치민주연합,순돌이네,광주 북구 문흥동 954-12,한식,98000,식사비
김관영,국민의당,순천추어탕,영등포구 여의도동 17-2,한식,44000,"의원, 보좌진 식대"
강기정,새정치민주연합,순천추어탕,서울특별시 영등포구 여의도동 14-31,한식,26000,식사비
강기정,새정치민주연합,순천추어탕,서울특별시 영등포구 여의도동 14-31,한식,43000,식사비
박명재,새누리당,스시 효,서울시 서초구 서초동 1327-26,일식,230000,국고보조금 제도 개선 관련 간담회(7명)
김재원,새누리당,스시미노루,서울 송파구 방이동 180-4 1층,일식,110000,
김재원,새누리당,스시순,서울 영등포구 여의도동 54-2 진주상가,일식,215000,
심상정,정의당,스시클럽,서울 영등포구 은행로 3,일식,46000,식대(의원 외 3인)
박병석,더불어민주당,시골집추어탕,대전 서구 정림동 226-25,한식,55000,
강기정,새정치민주연합,시장국밥집,광주 광산구 송정동 813-1,한식,13000,식사비
김재원,새누리당,시장식당,경북 의성군 안계면 용기 84번지,한식,60000,
강기정,새정치민주연합,시카프관광개발(주),광주 서구 치평동 1238-3,기타,200000,정책간담회
박대동,새누리당,식도원,서울시 서초구 반포동 817 반포상가 32-1,한식,109000,증권가 현안관련 간담회
박명재,새누리당,신니한우촌,충청북도 충주시 신나면 신덕로 296,한식,93000,군사시설법안 준비관련 회의(3명)
정갑윤,새누리당,신당양곱창,서울 영등포구 여의도동 13-20,한식,256000,식대
박병석,더불어민주당,신라복집,대전 중구 중춘동 390-1,한식,150000,천주교 현안 청취 간담회
박민식,새누리당,신선설농탕,서울시 영등포구 영등포동3가 6,한식,44000,상임위 현안관련 간담회
정갑윤,새누리당,신안촌,서울 종로구 새문안로5길,한식,256000,식대
심상정,정의당,신창면옥,서울 중구 오장동 90-8,한식,30000,식대(의원 외 2인)
강기정,새정치민주연합,신호등회관,전남 진도군 진도읍 남동리 777-13,한식,295000,중국국제에너지협력포럼 사후간담회
박민식,새누리당,신흥식당,부산시 강서구 경전철로 24번길 36,한식,10000,지방선거 관련 회의
박대동,새누리당,싱카이,서울 영등포구 여의도동 LG트윈타워,중식,178000,국정감사 평가 간담회
이철우,새누리당,싱카이 광화문,서울시 중구 태평로1가 84,중식,472000,택시복지를 위한 정책토론회
김재원,새누리당,씨앤에이치하스피탤러티,서울 영등포구 여의도동 28-3,기타,328000,
박민식,새누리당,씨제이푸드빌,부산시 강서구 공항진입로 108,한식,21000,상임위 국정조사 관련 회의
박병석,더불어민주당,씨제이푸드빌,서울 영등포구 여의도동 13번지,기타,44718,
김무성,새누리당,씨제이푸드빌,서울 영등포구 여의도동 13번지,한식,75300,정책개발을 위한 국회의원과의 의정논의
김재원,새누리당,아라곤,서울 영등포구 국회대로 74길 12 지하 1층,한식,24000,
김재원,새누리당,아사다라,대구 수성구 두산동 854,한식,400000,
박대동,새누리당,안동국시,서울 마포구 공덕동 105-137,한식,51000,정보통신망 정보보호법률 개정 관련 간담회
김재원,새누리당,애주가,서울 양천구 목동동로 53 117호,한식,68000,
강기정,새정치민주연합,양마니,서울특별시 영등포구 여의도동 13-3,한식,20000,식사비
강기정,새정치민주연합,양마니,서울특별시 영등포구 여의도동 13-3,한식,102000,관피아 근절방안 토론 간담회
강기정,새정치민주연합,양마니,서울특별시 영등포구 여의도동 13-3,한식,122000,공적연금토론회 사전간담회
류성걸,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,508000,보좌진 간담회
류성걸,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,291000,기자 간담회
류성걸,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,327000,보좌진 간담회
박민식,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,345000,언론기자 간담회
박민식,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,349000,언론기자 간담회
박민식,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,291000,언론기자 간담회
박민식,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,255200,언론기자 간담회
이철우,새누리당,양마니,서울특별시 영등포구 여의도동 13-3,한식,401000,경북의원 예산관련 간담회
박대동,새누리당,양자강,서울시 서초구 잠원동 58-24,중식,59000,의원 및 수행원 식대
김태호,새누리당 ,어도,서울특별시 강남구 논현동 99-1,일식,391000,정책 간담회
이철우,새누리당,어부가,서울특별시 종로구 경희궁길 4 지상2층,일식,170000,안행위원 간담회
강기정,새정치민주연합,어와벗님네야,광주 광산구 쌍암동 654-8,한식,210000,관피아 특위 간담회의
정갑윤,새누리당,어전,서울 서초구 서초동 1712-2,일식,177000,식대
강기정,새정치민주연합,어향,광주 부구 중흥동 279-27,기타,90000,식사비
강기정,새정치민주연합,어향,광주 부구 중흥동 279-27,기타,90000,통합신당 안 토론 회의
강기정,새정치민주연합,언이네국밥,광주 북구 대천로 149-1,한식,62000,식사비
강기정,새정치민주연합,언이네국밥,광주 북구 대천로 149-1,한식,15000,식사비
강기정,새정치민주연합,언이네국밥,광주 북구 대천로 149-1,한식,36000,식사비
정갑윤,새누리당,엄마손감자탕,서울 영등포구 여의도동 15-24,한식,18000,식대
이철우,새누리당,엉터리생고기,서울특별시 양천구 목동동로 226-11,한식,105000,국토위 간담회
박민식,새누리당,에렉스에프앤비,서울시 강서구 공항동 150,한식,20000,부산시 여성정책관련 회의
박민식,새누리당,에렉스에프앤비,서울시 강서구 공항동 150,한식,32000,상임위 현안관련 회의
심상정,정의당,에렉스에프앤비,서울시 강서구 공항동 150,급식,48000,식대(의원 외 3인)
김재원,새누리당,에전식당,경북 의성군 의성읍 후죽리 710-1,한식,120000,
김재원,새누리당,엠호텔,서울 영등포구 여의도동 14-23,양식,71500,
김재원,새누리당,엠호텔,서울 영등포구 여의도동 14-23,양식,418000,
김재원,새누리당,엠호텔,서울 영등포구 여의도동 14-23,양식,328900,
김재원,새누리당,엠호텔,서울 영등포구 여의도동 14-23,양식,260700,
김재원,새누리당,엠호텔,서울 영등포구 여의도동 14-23,양식,121000,
김재원,새누리당,엠호텔,서울 영등포구 여의도동 14-23,양식,198000,
심상정,정의당,엠호텔,서울 영등포구 여의도동 14-26,양식,33000,식대(의원 외 1인)
심상정,정의당,엠호텔,서울 영등포구 여의도동 14-23,양식,20900,음료(의원 외 1인)
박명재,새누리당,여소도 ,서울 강남구 논현로30길7,한식,100000,난민법안 준비 관련회의(3명)
김관영,국민의당,여의도 루나미엘레(주) 서울시티클럽,영등포구 여의도동 12 국민일보빌딩,일식,416000,"의원, 기자단 오찬간담회"
심상정,정의당,여의도 소호정,서울 영등포구 여의도동 13-19,한식,83000,식대(의원 외 5인)
심상정,정의당,여의도 소호정,서울 영등포구 여의도동 13-19,한식,126000,식대(의원 외 7인)
심상정,정의당,여의도 소호정,서울 영등포구 여의도동 13-19,한식,72000,식대(의원 외 3인)
심상정,정의당,여의도 소호정,서울 영등포구 여의도동 13-19,한식,400000,정책 간담회 회의비(의원 외 15인)
심상정,정의당,여의도 소호정,서울 영등포구 여의도동 13-19,한식,102000,식대(의원 외 5인)
박병석,더불어민주당,여의도 식당,서울 영등포 도동 17-1,한식,41000,
김재원,새누리당,여의도내장탕신관,서울 영등포구 여의도동 14-2동앙빌딩 105-109,한식,7000,
김재원,새누리당,여의도내장탕신관,서울 영등포구 여의도동 14-2동아빌딩 105-109,한식,55000,
김재원,새누리당,여의도내장탕신관,서울 영등포구 여의도동 14-2동앙빌딩 105-109,한식,21000,
심상정,정의당,여의도소호정,서울 영등포구 여의도동 13-11,한식,30000,식대(의원 외 2인)
김재원,새누리당,여의도진진,서울 영등포구 여의도동 13-20,한식,41000,
김재원,새누리당,여의도진진,서울 영등포구 여의도동 13-20,한식,55000,
심상정,정의당,여의도진진,서울 영등포구 여의도동 13-20,한식,62000,식대(의원 외 4인)
강기정,새정치민주연합,연정,광주 북구 충효동 421-2,기타,50000,식사비
김태호,새누리당 ,연지가든,경상남도 김해시 구산동 933,한식,445000,시장후보자 간담회
박명재,새누리당,연평도,안양시 동안구 평촌동 921-9,한식,76000,국가재난시스템 관련 회의(3명)
박병석,더불어민주당,연향,대전 서구 둔산동 1285번지,한식,70000,
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,334000,방송사 보도본부장 간담회
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,33000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,108000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,202000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,185000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,226000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,87000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,146000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,148000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,87000,식대
정갑윤,새누리당,영덕물회,서울시 영등포구 영등포동7가 70-4,한식,45000,식대
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,396000,울산보좌진 간담회
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,252000,울산기자 간담회
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,210000,식대
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,277000,법사위원 간담회
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,306000,식대
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,159000,식대
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,343000,종편본부장 간담회
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,386000,식대
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,252000,식대
정갑윤,새누리당,영등포복집,서울시 영등포구 영등포동3가 7-14,한식,136000,식대
박민식,새누리당,영의정,서울시 영등포구 국제금융로 72,한식,430000,정치현안관련 간담회
강기정,새정치민주연합,영흥식당,광주 동구 궁동 41-6,한식,321000,광주지역 기자간담회
강기정,새정치민주연합,옛날창평국밥,광주 북구 중흥동 259-3,한식,42000,식사비
강기정,새정치민주연합,옛날창평국밥,광주 북구 중흥동 259-3,한식,27000,식사비
박병석,더불어민주당,오가네 부추 칼국수,대전 서구 괴정동 91-24,한식,175000,cmb전통시장 녹화촬영
박병석,더불어민주당,오가네 왕뿔데기,대전 서구 관저동로 105번길 5,한식,40000,
김재원,새누리당,오겹살왕돌구,서울 송파구 방이동 64-6 1층,한식,205000,
김재원,새누리당,오뎅과사케,서울 영등포구 국회대로 780 106호,일식,94000,
김재원,새누리당,오디푸스시스템오발탄논현,서울 강남구 언주로 718 1층,한식,138000,
심상정,정의당,오렌지마트,고양시 덕양구 관산동 996,슈퍼,10900,음료(의원 외 2인)
강기정,새정치민주연합,오리나라만세,광주 북구 용봉로 100-1,한식,100000,계파갈등문제 관련 간담회
박병석,더불어민주당,오모리찌게생바지락손칼국수,대전 서구 관자종 1042,한식,96000,
박대동,새누리당,오장동흥남집,서울 중구 오장동 101-7,한식,56000,의원 및 수행원 식대
김관영,국민의당,오타루 세종점,세종시 어진동 3-113,일식,425000,"의원, 정부부처 실무진, 보좌진 간담회"
박대동,새누리당,오타루 세종점,충남 연기군 초지원읍,일식,50000,지역예산관련 간담회
박병석,더불어민주당,옥천가,대전 서구 관저동 1212,한식,122000,
박민식,새누리당,옥천냉면황해,경기도 양평군 옥천면 옥천리 760,한식,16000,지역구 현안관련 간담회
김재원,새누리당,올라6,서울 영등포구 여의도동 28-3,양식,324000,
심상정,정의당,올라6,서울 영등포구 여의도동 28-3,양식,60000,식대(의원 외 4인)
심상정,정의당,올라6,서울 영등포구 여의도동 28-3,양식,136000,정책회의비(의원 외 7인)
심상정,정의당,올라6,서울 영등포구 여의도동 28-3,양식,136000,정책회의비(의원 외 7인)
김용태,새누리당,올라메리어트파크점,서울 영등포구 여의도동 28-3 메리어트파크 지하1층,양식,112000,간담회 식사 - 서울시교육청
김용태,새누리당,올라메리어트파크점,서울 영등포구 여의도동 28-3 메리어트파크 지하1층,양식,240900,간담회 식사 - 서울시교육청
김용태,새누리당,올라메리어트파크점,서울 영등포구 여의도동 28-3 메리어트파크 지하1층,양식,56000,간담회 식사 - 정무위원회
