idx,name_kr,party,when_elected,cat,total,attend,absence,leave
493,김현미,더불어민주당,"재선( 17대 , 19대 )",예산결산특별위원회,135,117,0,18
493,김현미,더불어민주당,"재선( 17대 , 19대 )",예산재정개혁특별위원회,63,63,0,0
493,김현미,더불어민주당,"재선( 17대 , 19대 )",기획재정위원회,1198,1099,54,45
493,김현미,더불어민주당,"재선( 17대 , 19대 )",국무총리실산하민간인불법사찰및증거인멸사건의진상규명을위한국정조사특별위원회,18,9,9,0
493,김현미,더불어민주당,"재선( 17대 , 19대 )",서민주거복지특별위원회,100,55,45,0
717,김회선,새누리당,초선( 19대 ),본회의,135,108,18,9
717,김회선,새누리당,초선( 19대 ),감사원장(황찬현)임명동의에관한인사청문특별위원회,36,36,0,0
717,김회선,새누리당,초선( 19대 ),사법제도개혁특별위원회,72,54,9,9
717,김회선,새누리당,초선( 19대 ),법제사법위원회,989,927,53,9
717,김회선,새누리당,초선( 19대 ),미래창조과학방송통신위원회,9,9,0,0
717,김회선,새누리당,초선( 19대 ),대법관(박상옥)임명동의에관한인사청문특별위원회,18,9,0,9
717,김회선,새누리당,초선( 19대 ),남북관계발전특별위원회,18,18,0,0
717,김회선,새누리당,초선( 19대 ),"중앙선거관리위원회위원(이상환,김용호)선출에관한인사청문특별위원회",18,18,0,0
717,김회선,새누리당,초선( 19대 ),교육문화체육관광위원회,631,541,81,9
717,김회선,새누리당,초선( 19대 ),국가정보원등국가기관의정치적중립성강화를위한제도개선특별위원회,91,81,10,0
717,김회선,새누리당,초선( 19대 ),정치개혁특별위원회,136,118,18,0
717,김회선,새누리당,초선( 19대 ),국무총리(황교안)임명동의에관한인사청문특별위원회,54,45,9,0
730,김희국,새누리당,초선( 19대 ),본회의,135,81,0,54
730,김희국,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회,45,45,0,0
730,김희국,새누리당,초선( 19대 ),국토교통위원회,531,387,135,9
730,김희국,새누리당,초선( 19대 ),미래창조과학방송통신위원회,9,9,0,0
730,김희국,새누리당,초선( 19대 ),창조경제활성화특별위원회,99,54,45,0
730,김희국,새누리당,초선( 19대 ),학교폭력대책특별위원회,18,9,9,0
730,김희국,새누리당,초선( 19대 ),예산결산특별위원회,216,189,27,0
730,김희국,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회위원회,18,18,0,0
730,김희국,새누리당,초선( 19대 ),감사원장(황찬현)임명동의에관한인사청문특별위원회,36,36,0,0
730,김희국,새누리당,초선( 19대 ),서민주거복지특별위원회,100,45,55,0
730,김희국,새누리당,초선( 19대 ),보건복지위원회,621,531,63,27
730,김희국,새누리당,초선( 19대 ),국무총리(황교안)임명동의에관한인사청문특별위원회,54,45,9,0
366,김희정,새누리당,"재선( 17대 , 19대 )",본회의,135,94,0,41
366,김희정,새누리당,"재선( 17대 , 19대 )",외교통일위원회,370,0,27,343
366,김희정,새누리당,"재선( 17대 , 19대 )",아동.여성대상성폭력대책특별위원회,36,36,0,0
366,김희정,새누리당,"재선( 17대 , 19대 )",여성가족위원회,252,225,9,18
366,김희정,새누리당,"재선( 17대 , 19대 )",미래창조과학방송통신위원회,288,279,9,0
366,김희정,새누리당,"재선( 17대 , 19대 )",국무총리후보자(정홍원)에관한인사청문특별위원회,45,45,0,0
366,김희정,새누리당,"재선( 17대 , 19대 )",헌법재판소장(박한철)임명동의에관한인사청문특별위원회,36,36,0,0
366,김희정,새누리당,"재선( 17대 , 19대 )",방송공정성특별위원회,154,118,27,9
366,김희정,새누리당,"재선( 17대 , 19대 )",교육문화체육관광위원회,386,377,9,0
366,김희정,새누리당,"재선( 17대 , 19대 )",정치개혁특별위원회,72,63,9,0
366,김희정,새누리당,"재선( 17대 , 19대 )",안전행정위원회,81,18,54,9
363,나경원,새누리당,"3선( 17대 , 18대 , 19대 )",본회의,135,108,9,18
363,나경원,새누리당,"3선( 17대 , 18대 , 19대 )",외교통일위원회,424,388,36,0
363,나경원,새누리당,"3선( 17대 , 18대 , 19대 )",예산결산특별위원회,63,27,18,18
575,나성린,새누리당,"재선( 18대 , 19대 )",본회의,135,117,9,9
575,나성린,새누리당,"재선( 18대 , 19대 )",기획재정위원회,1216,1179,37,0
575,나성린,새누리당,"재선( 18대 , 19대 )",서민주거복지특별위원회,102,18,73,11
575,나성린,새누리당,"재선( 18대 , 19대 )",예산결산특별위원회,358,270,72,16
575,나성린,새누리당,"재선( 18대 , 19대 )",예산재정개혁특별위원회,63,27,36,0
833,남인순,더불어민주당,초선( 19대 ),본회의,135,135,0,0
833,남인순,더불어민주당,초선( 19대 ),보건복지위원회,1280,1217,18,45
833,남인순,더불어민주당,초선( 19대 ),아동.여성대상성폭력대책특별위원회,36,36,0,0
833,남인순,더불어민주당,초선( 19대 ),여성가족위원회,486,459,18,9
833,남인순,더불어민주당,초선( 19대 ),예산결산특별위원회,144,117,27,0
833,남인순,더불어민주당,초선( 19대 ),군인권개선및병영문화혁신특별위원회,108,99,0,9
833,남인순,더불어민주당,초선( 19대 ),중동호흡기증후군대책특별위원회,81,72,0,9
833,남인순,더불어민주당,초선( 19대 ),공적연금강화와노후빈곤해소를위한특별위원회,9,9,0,0
833,남인순,더불어민주당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회,45,36,0,9
833,남인순,더불어민주당,초선( 19대 ),사법제도개혁특별위원회,80,80,0,0
833,남인순,더불어민주당,초선( 19대 ),학교폭력대책특별위원회,18,18,0,0
833,남인순,더불어민주당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회위원회,18,9,0,9
833,남인순,더불어민주당,초선( 19대 ),국무총리실산하민간인불법사찰및증거인멸사건의진상규명을위한국정조사특별위원회,18,9,9,0
833,남인순,더불어민주당,초선( 19대 ),정치개혁특별위원회,27,18,0,9
367,노영민,더불어민주당,"3선( 17대 , 18대 , 19대 )",본회의,135,118,17,0
367,노영민,더불어민주당,"3선( 17대 , 18대 , 19대 )",정부및공공기관등의해외자원개발진상규명을위한국정조사특별위원회,72,72,0,0
367,노영민,더불어민주당,"3선( 17대 , 18대 , 19대 )",산업통상자원위원회,1308,1134,155,19
367,노영민,더불어민주당,"3선( 17대 , 18대 , 19대 )",예산결산특별위원회,135,135,0,0
367,노영민,더불어민주당,"3선( 17대 , 18대 , 19대 )",윤리특별위원회,81,27,54,0
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",본회의,135,126,0,9
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",남북관계및교류협력발전특별위원회,63,63,0,0
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",미래창조과학방송통신위원회,701,548,153,0
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",방송공정성특별위원회,144,81,63,0
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",국민안전혁신특별위원회,117,117,0,0
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",안전행정위원회,569,532,37,0
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",정치개혁특별위원회,36,18,18,0
368,노웅래,더불어민주당,"재선( 17대 , 19대 )",예산결산특별위원회,307,244,63,0
576,노철래,새누리당,"재선( 18대 , 19대 )",본회의,135,130,0,5
576,노철래,새누리당,"재선( 18대 , 19대 )",대법관(조희대)임명동의에관한인사청문특별위원회,27,27,0,0
576,노철래,새누리당,"재선( 18대 , 19대 )","대법관(고영한,김병화,김신,김창석)임명동의에관한인사청문특별위원회",54,54,0,0
576,노철래,새누리당,"재선( 18대 , 19대 )",사법제도개혁특별위원회,81,63,18,0
576,노철래,새누리당,"재선( 18대 , 19대 )",법제사법위원회,1747,1495,144,108
576,노철래,새누리당,"재선( 18대 , 19대 )",대법관(이기택)임명동의에관한인사청문특별위원회,27,18,9,0
576,노철래,새누리당,"재선( 18대 , 19대 )",예산결산특별위원회,135,117,18,0
839,도종환,더불어민주당,초선( 19대 ),본회의,135,130,0,5
839,도종환,더불어민주당,초선( 19대 ),동북아역사왜곡대책특별위원회,279,207,72,0
839,도종환,더불어민주당,초선( 19대 ),교육문화체육관광위원회,1018,982,27,9
839,도종환,더불어민주당,초선( 19대 ),미래창조과학방송통신위원회,279,261,18,0
839,도종환,더불어민주당,초선( 19대 ),정치개혁특별위원회,72,54,18,0
839,도종환,더불어민주당,초선( 19대 ),군인권개선및병영문화혁신특별위원회,108,99,9,0
731,류성걸,새누리당,초선( 19대 ),본회의,135,135,0,0
731,류성걸,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회,45,45,0,0
731,류성걸,새누리당,초선( 19대 ),아동.여성대상성폭력대책특별위원회,36,27,9,0
731,류성걸,새누리당,초선( 19대 ),예산재정개혁특별위원회,63,63,0,0
731,류성걸,새누리당,초선( 19대 ),예산결산특별위원회,312,312,0,0
731,류성걸,새누리당,초선( 19대 ),기획재정위원회,1219,1200,10,9
731,류성걸,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회위원회,18,18,0,0
731,류성걸,새누리당,초선( 19대 ),공적연금강화와노후빈곤해소를위한특별위원회,63,45,18,0
817,류지영,새누리당,초선( 19대 ),본회의,135,125,0,10
817,류지영,새누리당,초선( 19대 ),보건복지위원회,621,585,27,9
817,류지영,새누리당,초선( 19대 ),국회운영위원회,243,216,0,27
817,류지영,새누리당,초선( 19대 ),여성가족위원회,370,361,0,9
817,류지영,새누리당,초선( 19대 ),미래창조과학방송통신위원회,540,414,18,108
817,류지영,새누리당,초선( 19대 ),"중앙선거관리위원회위원(이상환,김용호)선출에관한인사청문특별위원회",18,18,0,0
728,문대성,새누리당,초선( 19대 ),본회의,135,112,14,9
728,문대성,새누리당,초선( 19대 ),외교통일위원회,666,477,135,54
728,문대성,새누리당,초선( 19대 ),허베이스피리트호유류피해대책특별위원회,45,27,18,0
728,문대성,새누리당,초선( 19대 ),예산결산특별위원회,135,81,36,18
728,문대성,새누리당,초선( 19대 ),평창동계올림픽및국제경기대회지원특별위원회,27,18,9,0
728,문대성,새누리당,초선( 19대 ),환경노동위원회,333,225,90,18
728,문대성,새누리당,초선( 19대 ),교육문화체육관광위원회,235,127,18,90
374,문병호,무소속,"재선( 17대 , 19대 )",본회의,135,135,0,0
374,문병호,무소속,"재선( 17대 , 19대 )",국토교통위원회,639,558,72,9
374,문병호,무소속,"재선( 17대 , 19대 )",미래창조과학방송통신위원회,548,458,72,18
374,문병호,무소속,"재선( 17대 , 19대 )",정치쇄신특별위원회,54,45,9,0
374,문병호,무소속,"재선( 17대 , 19대 )",국가정보원등국가기관의정치적중립성강화를위한제도개선특별위원회,90,90,0,0
374,문병호,무소속,"재선( 17대 , 19대 )",평창동계올림픽및국제경기대회지원특별위원회,27,18,9,0
374,문병호,무소속,"재선( 17대 , 19대 )",정보위원회,254,226,19,9
374,문병호,무소속,"재선( 17대 , 19대 )",예산결산특별위원회,144,99,45,0
729,문재인,더불어민주당,초선( 19대 ),본회의,135,126,0,9
729,문재인,더불어민주당,초선( 19대 ),남북관계및교류협력발전특별위원회,54,27,27,0
729,문재인,더불어민주당,초선( 19대 ),기획재정위원회,666,387,153,126
729,문재인,더불어민주당,초선( 19대 ),국방위원회,549,369,72,108
845,문정림,새누리당,초선( 19대 ),본회의,135,135,0,0
845,문정림,새누리당,초선( 19대 ),"헌법재판소재판관(강일원,김이수,안창호)선출에관한인사청문특별위원회",9,9,0,0
845,문정림,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회,44,44,0,0
845,문정림,새누리당,초선( 19대 ),중동호흡기증후군대책특별위원회,81,81,0,0
845,문정림,새누리당,초선( 19대 ),아동.여성대상성폭력대책특별위원회,36,36,0,0
845,문정림,새누리당,초선( 19대 ),대법관(박상옥)임명동의에관한인사청문특별위원회,27,27,0,0
845,문정림,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회위원회,18,18,0,0
845,문정림,새누리당,초선( 19대 ),국회운영위원회,352,316,18,18
845,문정림,새누리당,초선( 19대 ),윤리특별위원회,81,72,9,0
845,문정림,새누리당,초선( 19대 ),보건복지위원회,1278,1215,27,36
845,문정림,새누리당,초선( 19대 ),공무원연금개혁특별위원회,54,45,9,0
280,문희상,더불어민주당,"5선( 14대 , 16대 , 17대 , 18대 , 19대 )",본회의,135,135,0,0
280,문희상,더불어민주당,"5선( 14대 , 16대 , 17대 , 18대 , 19대 )",외교통일위원회,73,54,19,0
280,문희상,더불어민주당,"5선( 14대 , 16대 , 17대 , 18대 , 19대 )",정보위원회,251,197,54,0
280,문희상,더불어민주당,"5선( 14대 , 16대 , 17대 , 18대 , 19대 )",안전행정위원회,1407,1146,261,0
500,민병두,더불어민주당,"재선( 17대 , 19대 )",본회의,135,135,0,0
500,민병두,더불어민주당,"재선( 17대 , 19대 )",국가정보원등국가기관의정치적중립성강화를위한제도개선특별위원회,90,81,9,0
500,민병두,더불어민주당,"재선( 17대 , 19대 )",정무위원회,1357,1186,171,0
500,민병두,더불어민주당,"재선( 17대 , 19대 )",예산결산특별위원회,164,164,0,0
500,민병두,더불어민주당,"재선( 17대 , 19대 )",국무총리후보자(정홍원)에관한인사청문특별위원회,45,45,0,0
802,민병주,새누리당,초선( 19대 ),본회의,135,112,18,5
802,민병주,새누리당,초선( 19대 ),법제사법위원회,9,9,0,0
802,민병주,새누리당,초선( 19대 ),미래창조과학방송통신위원회,963,855,99,9
802,민병주,새누리당,초선( 19대 ),창조경제활성화특별위원회,99,81,18,0
802,민병주,새누리당,초선( 19대 ),대법관(박상옥)임명동의에관한인사청문특별위원회,27,18,9,0
802,민병주,새누리당,초선( 19대 ),국회운영위원회,99,63,27,9
802,민병주,새누리당,초선( 19대 ),교육문화체육관광위원회,369,360,9,0
802,민병주,새누리당,초선( 19대 ),예산결산특별위원회,126,126,0,0
819,민현주,새누리당,초선( 19대 ),본회의,135,121,14,0
819,민현주,새누리당,초선( 19대 ),보건복지위원회,621,576,45,0
819,민현주,새누리당,초선( 19대 ),아동.여성대상성폭력대책특별위원회,36,27,9,0
819,민현주,새누리당,초선( 19대 ),여성가족위원회,272,254,18,0
819,민현주,새누리당,초선( 19대 ),국회운영위원회,181,145,36,0
819,민현주,새누리당,초선( 19대 ),환경노동위원회,467,404,54,9
819,민현주,새누리당,초선( 19대 ),정치개혁특별위원회,126,108,18,0
778,민홍철,더불어민주당,초선( 19대 ),본회의,135,135,0,0
778,민홍철,더불어민주당,초선( 19대 ),군인권개선및병영문화혁신특별위원회,108,108,0,0
778,민홍철,더불어민주당,초선( 19대 ),국토교통위원회,1169,1070,45,54
778,민홍철,더불어민주당,초선( 19대 ),세월호침몰사고의진상규명을위한국정조사특별위원회,117,108,9,0
778,민홍철,더불어민주당,초선( 19대 ),예산결산특별위원회,496,406,54,36
778,민홍철,더불어민주당,초선( 19대 ),지방자치발전특별위원회,63,54,9,0
868,박광온,더불어민주당,초선( 19대 ),본회의,135,135,0,0
868,박광온,더불어민주당,초선( 19대 ),동북아역사왜곡대책특별위원회,171,81,90,0
868,박광온,더불어민주당,초선( 19대 ),국회운영위원회,108,90,0,18
868,박광온,더불어민주당,초선( 19대 ),기획재정위원회,442,423,1,18
379,박기춘,무소속,"3선( 17대 , 18대 , 19대 )",본회의,135,5,130,0
379,박기춘,무소속,"3선( 17대 , 18대 , 19대 )",국토교통위원회,1134,972,162,0
379,박기춘,무소속,"3선( 17대 , 18대 , 19대 )",예산결산특별위원회,36,9,27,0
379,박기춘,무소속,"3선( 17대 , 18대 , 19대 )",국회운영위원회,207,207,0,0
379,박기춘,무소속,"3선( 17대 , 18대 , 19대 )",정보위원회,45,45,0,0
379,박기춘,무소속,"3선( 17대 , 18대 , 19대 )",정치개혁특별위원회,36,36,0,0
379,박기춘,무소속,"3선( 17대 , 18대 , 19대 )",안전행정위원회,29,0,29,0
737,박남춘,더불어민주당,초선( 19대 ),본회의,135,135,0,0
737,박남춘,더불어민주당,초선( 19대 ),지방자치발전특별위원회,63,63,0,0
737,박남춘,더불어민주당,초선( 19대 ),태안유류피해대책특별위원회,36,27,9,0
737,박남춘,더불어민주당,초선( 19대 ),중앙선거관리위원회위원(김태현)선출에관한인사청문특별위원회,27,27,0,0
737,박남춘,더불어민주당,초선( 19대 ),예산결산특별위원회,171,162,9,0
737,박남춘,더불어민주당,초선( 19대 ),국회운영위원회,153,153,0,0
737,박남춘,더불어민주당,초선( 19대 ),국가정보원댓글의혹사건등의진상규명을위한국정조사특별위원회,81,81,0,0
737,박남춘,더불어민주당,초선( 19대 ),안전행정위원회,1514,1478,36,0
748,박대동,새누리당,초선( 19대 ),본회의,135,131,4,0
748,박대동,새누리당,초선( 19대 ),정무위원회,1368,1260,81,27
748,박대동,새누리당,초선( 19대 ),평창동계올림픽및국제경기대회지원특별위원회,189,153,36,0
748,박대동,새누리당,초선( 19대 ),예산결산특별위원회,171,144,27,0
748,박대동,새누리당,초선( 19대 ),정치개혁특별위원회,208,144,55,9
777,박대출,새누리당,초선( 19대 ),본회의,135,135,0,0
777,박대출,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회,45,45,0,0
777,박대출,새누리당,초선( 19대 ),미래창조과학방송통신위원회,702,648,27,27
777,박대출,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회위원회,18,18,0,0
777,박대출,새누리당,초선( 19대 ),교육문화체육관광위원회,631,522,45,64
777,박대출,새누리당,초선( 19대 ),국회운영위원회,207,153,27,27
777,박대출,새누리당,초선( 19대 ),예산결산특별위원회,144,135,9,0
754,박덕흠,새누리당,초선( 19대 ),본회의,135,108,27,0
754,박덕흠,새누리당,초선( 19대 ),지방자치발전특별위원회,54,18,36,0
754,박덕흠,새누리당,초선( 19대 ),국토교통위원회,270,234,36,0
754,박덕흠,새누리당,초선( 19대 ),기획재정위원회,279,225,54,0
754,박덕흠,새누리당,초선( 19대 ),예산결산특별위원회,135,117,18,0
754,박덕흠,새누리당,초선( 19대 ),국무총리(이완구)임명동의에관한인사청문특별위원회,45,36,9,0
754,박덕흠,새누리당,초선( 19대 ),서민주거복지특별위원회,100,45,55,0
754,박덕흠,새누리당,초선( 19대 ),안전행정위원회,936,711,216,9
866,박맹우,새누리당,초선( 19대 ),본회의,135,135,0,0
866,박맹우,새누리당,초선( 19대 ),기획재정위원회,451,441,10,0
866,박맹우,새누리당,초선( 19대 ),예산결산특별위원회,189,189,0,0
858,박명재,새누리당,초선( 19대 ),본회의,135,126,9,0
858,박명재,새누리당,초선( 19대 ),대법관(조희대)임명동의에관한인사청문특별위원회,27,27,0,0
858,박명재,새누리당,초선( 19대 ),지방자치발전특별위원회,63,63,0,0
858,박명재,새누리당,초선( 19대 ),기획재정위원회,622,550,63,9
858,박명재,새누리당,초선( 19대 ),예산결산특별위원회,188,143,45,0
858,박명재,새누리당,초선( 19대 ),군인권개선및병영문화혁신특별위원회,108,45,63,0
858,박명재,새누리당,초선( 19대 ),동북아역사왜곡대책특별위원회,73,18,55,0
767,박민수,더불어민주당,초선( 19대 ),본회의,135,135,0,0
767,박민수,더불어민주당,초선( 19대 ),국회운영위원회,270,261,0,9
767,박민수,더불어민주당,초선( 19대 ),세월호침몰사고의진상규명을위한국정조사특별위원회,117,99,18,0
767,박민수,더불어민주당,초선( 19대 ),통상관계대책특별위원회,36,36,0,0
767,박민수,더불어민주당,초선( 19대 ),농림축산식품해양수산위원회,1503,1431,45,27
767,박민수,더불어민주당,초선( 19대 ),예산결산특별위원회,171,153,9,9
579,박민식,새누리당,"재선( 18대 , 19대 )",본회의,135,121,9,5
579,박민식,새누리당,"재선( 18대 , 19대 )",법제사법위원회,342,306,36,0
579,박민식,새누리당,"재선( 18대 , 19대 )",미래창조과학방송통신위원회,261,261,0,0
579,박민식,새누리당,"재선( 18대 , 19대 )",정치쇄신특별위원회,54,54,0,0
579,박민식,새누리당,"재선( 18대 , 19대 )",정보위원회,253,199,54,0
579,박민식,새누리당,"재선( 18대 , 19대 )",정무위원회,801,711,90,0
579,박민식,새누리당,"재선( 18대 , 19대 )",서민주거복지특별위원회,99,18,81,0
579,박민식,새누리당,"재선( 18대 , 19대 )",국무총리실산하민간인불법사찰및증거인멸사건의진상규명을위한국정조사특별위원회,18,0,18,0
579,박민식,새누리당,"재선( 18대 , 19대 )",정치개혁특별위원회,137,81,56,0
579,박민식,새누리당,"재선( 18대 , 19대 )",국회쇄신특별위원회,36,18,18,0
745,박범계,더불어민주당,초선( 19대 ),본회의,135,135,0,0
745,박범계,더불어민주당,초선( 19대 ),대법관(조희대)임명동의에관한인사청문특별위원회,27,27,0,0
745,박범계,더불어민주당,초선( 19대 ),"대법관(고영한,김병화,김신,김창석)임명동의에관한인사청문특별위원회",54,54,0,0
745,박범계,더불어민주당,초선( 19대 ),기획재정위원회,518,427,91,0
745,박범계,더불어민주당,초선( 19대 ),예산결산특별위원회,357,242,106,9
745,박범계,더불어민주당,초선( 19대 ),헌법재판소재판관후보자를겸하는헌법재판소장(이동흡)임명동의에관한인사청문특별위원회,36,36,0,0
745,박범계,더불어민주당,초선( 19대 ),국회운영위원회,256,202,54,0
745,박범계,더불어민주당,초선( 19대 ),국가정보원댓글의혹사건등의진상규명을위한국정조사특별위원회,99,99,0,0
745,박범계,더불어민주당,초선( 19대 ),윤리특별위원회,81,63,18,0
745,박범계,더불어민주당,초선( 19대 ),사법제도개혁특별위원회,83,47,36,0
745,박범계,더불어민주당,초선( 19대 ),국무총리(황교안)임명동의에관한인사청문특별위원회,54,54,0,0
745,박범계,더불어민주당,초선( 19대 ),헌법재판소장(박한철)임명동의에관한인사청문특별위원회,36,36,0,0
745,박범계,더불어민주당,초선( 19대 ),법제사법위원회,994,922,72,0
745,박범계,더불어민주당,초선( 19대 ),국무총리실산하민간인불법사찰및증거인멸사건의진상규명을위한국정조사특별위원회,16,16,0,0
745,박범계,더불어민주당,초선( 19대 ),정치개혁특별위원회,136,90,46,0
745,박범계,더불어민주당,초선( 19대 ),국회쇄신특별위원회,45,45,0,0
86,박병석,더불어민주당,"4선( 16대 , 17대 , 18대 , 19대 )",본회의,135,122,4,9
86,박병석,더불어민주당,"4선( 16대 , 17대 , 18대 , 19대 )",남북관계및교류협력발전특별위원회,62,53,9,0
86,박병석,더불어민주당,"4선( 16대 , 17대 , 18대 , 19대 )",정무위원회,568,505,63,0
86,박병석,더불어민주당,"4선( 16대 , 17대 , 18대 , 19대 )",외교통일위원회,648,612,36,0
774,박성호,새누리당,초선( 19대 ),본회의,135,135,0,0
774,박성호,새누리당,초선( 19대 ),외교통일위원회,9,9,0,0
774,박성호,새누리당,초선( 19대 ),국토교통위원회,531,459,72,0
774,박성호,새누리당,초선( 19대 ),예산결산특별위원회,135,117,18,0
774,박성호,새누리당,초선( 19대 ),학교폭력대책특별위원회,18,9,9,0
774,박성호,새누리당,초선( 19대 ),국회운영위원회,171,126,36,9
774,박성호,새누리당,초선( 19대 ),교육문화체육관광위원회,756,594,153,9
774,박성호,새누리당,초선( 19대 ),통상관계대책특별위원회,36,27,9,0
774,박성호,새누리당,초선( 19대 ),미래창조과학방송통신위원회,9,9,0,0
757,박수현,더불어민주당,초선( 19대 ),본회의,135,135,0,0
757,박수현,더불어민주당,초선( 19대 ),허베이스피리트호유류피해대책특별위원회,45,45,0,0
757,박수현,더불어민주당,초선( 19대 ),예산결산특별위원회,144,81,63,0
757,박수현,더불어민주당,초선( 19대 ),태안유류피해대책특별위원회,33,33,0,0
757,박수현,더불어민주당,초선( 19대 ),국회운영위원회,243,216,0,27
757,박수현,더불어민주당,초선( 19대 ),국토교통위원회,1173,948,90,135
757,박수현,더불어민주당,초선( 19대 ),통상관계대책특별위원회,36,27,9,0
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )",본회의,135,121,9,5
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )","대법관(고영한,김병화,김신,김창석)임명동의에관한인사청문특별위원회",54,54,0,0
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )",법제사법위원회,990,963,18,9
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )",기획재정위원회,514,324,181,9
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )",정보위원회,72,36,36,0
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )",국가정보원댓글의혹사건등의진상규명을위한국정조사특별위원회,99,72,27,0
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )",국회운영위원회,72,27,45,0
491,박영선,더불어민주당,"3선( 17대 , 18대 , 19대 )",정치개혁특별위원회,127,55,72,0
756,박완주,더불어민주당,초선( 19대 ),본회의,135,135,0,0
756,박완주,더불어민주당,초선( 19대 ),지속가능발전특별위원회,36,36,0,0
756,박완주,더불어민주당,초선( 19대 ),산업통상자원위원회,1318,1188,75,55
756,박완주,더불어민주당,초선( 19대 ),여성가족위원회,126,117,9,0
756,박완주,더불어민주당,초선( 19대 ),예산결산특별위원회,133,124,9,0
756,박완주,더불어민주당,초선( 19대 ),대법관(박상옥)임명동의에관한인사청문특별위원회,26,17,9,0
756,박완주,더불어민주당,초선( 19대 ),정부및공공기관등의해외자원개발진상규명을위한국정조사특별위원회,73,55,18,0
756,박완주,더불어민주당,초선( 19대 ),국회운영위원회,199,163,27,9
756,박완주,더불어민주당,초선( 19대 ),허베이스피리트호유류피해대책특별위원회,45,27,0,18
756,박완주,더불어민주당,초선( 19대 ),"중앙선거관리위원회위원(이상환,김용호)선출에관한인사청문특별위원회",18,18,0,0
756,박완주,더불어민주당,초선( 19대 ),태안유류피해대책특별위원회,36,36,0,0
851,박원석,정의당,초선( 19대 ),본회의,135,108,0,27
851,박원석,정의당,초선( 19대 ),지방자치발전특별위원회,63,54,9,0
851,박원석,정의당,초선( 19대 ),중앙선거관리위원회위원(김태현)선출에관한인사청문특별위원회,27,18,0,9
851,박원석,정의당,초선( 19대 ),국무총리(황교안)임명동의에관한인사청문특별위원회,54,54,0,0
851,박원석,정의당,초선( 19대 ),학교폭력대책특별위원회,18,18,0,0
851,박원석,정의당,초선( 19대 ),기획재정위원회,1216,1171,45,0
851,박원석,정의당,초선( 19대 ),공적연금강화와노후빈곤해소를위한특별위원회,64,18,37,9
851,박원석,정의당,초선( 19대 ),예산결산특별위원회,71,45,26,0
860,박윤옥,새누리당,초선( 19대 ),본회의,135,135,0,0
860,박윤옥,새누리당,초선( 19대 ),교육문화체육관광위원회,72,63,9,0
860,박윤옥,새누리당,초선( 19대 ),국회운영위원회,81,63,0,18
860,박윤옥,새누리당,초선( 19대 ),여성가족위원회,223,132,28,63
860,박윤옥,새누리당,초선( 19대 ),보건복지위원회,613,524,27,62
860,박윤옥,새누리당,초선( 19대 ),공적연금강화와노후빈곤해소를위한특별위원회,64,54,10,0
721,박인숙,새누리당,초선( 19대 ),본회의,135,108,0,27
721,박인숙,새누리당,초선( 19대 ),"대법관(고영한,김병화,김신,김창석)임명동의에관한인사청문특별위원회",53,53,0,0
721,박인숙,새누리당,초선( 19대 ),중동호흡기증후군대책특별위원회,81,63,18,0
721,박인숙,새누리당,초선( 19대 ),아동.여성대상성폭력대책특별위원회,36,36,0,0
721,박인숙,새누리당,초선( 19대 ),세월호침몰사고의진상규명을위한국정조사특별위원회,9,9,0,0
721,박인숙,새누리당,초선( 19대 ),창조경제활성화특별위원회,90,90,0,0
721,박인숙,새누리당,초선( 19대 ),남북관계발전특별위원회,18,18,0,0
721,박인숙,새누리당,초선( 19대 ),국회운영위원회,143,135,8,0
721,박인숙,새누리당,초선( 19대 ),윤리특별위원회,162,135,0,27
721,박인숙,새누리당,초선( 19대 ),교육문화체육관광위원회,1010,929,63,18
721,박인숙,새누리당,초선( 19대 ),안전행정위원회,325,262,63,0
102,박주선,무소속,"3선( 16대 , 18대 , 19대 )",본회의,135,126,0,9
102,박주선,무소속,"3선( 16대 , 18대 , 19대 )",평창동계올림픽및국제경기대회지원특별위원회,54,54,0,0
