idx,name_kr,party,when_elected,cat,total,attend,absence,leave
601,안규백,더불어민주당,"재선( 18대 , 19대 )",국회쇄신특별위원회,9,0,0,9
601,안규백,더불어민주당,"재선( 18대 , 19대 )",국가정보원등국가기관의정치적중립성강화를위한제도개선특별위원회,90,90,0,0
601,안규백,더불어민주당,"재선( 18대 , 19대 )",국방위원회,1188,1161,18,9
399,안민석,더불어민주당,"3선( 17대 , 18대 , 19대 )",본회의,135,126,0,9
399,안민석,더불어민주당,"3선( 17대 , 18대 , 19대 )",남북관계발전특별위원회,18,18,0,0
399,안민석,더불어민주당,"3선( 17대 , 18대 , 19대 )",평창동계올림픽및국제경기대회지원특별위원회,190,108,73,9
399,안민석,더불어민주당,"3선( 17대 , 18대 , 19대 )",교육문화체육관광위원회,900,729,62,109
399,안민석,더불어민주당,"3선( 17대 , 18대 , 19대 )",예산결산특별위원회,360,252,99,9
399,안민석,더불어민주당,"3선( 17대 , 18대 , 19대 )",기획재정위원회,423,351,72,0
876,안상수,새누리당,"재선( 15대 , 19대 )",본회의,135,135,0,0
876,안상수,새누리당,"재선( 15대 , 19대 )",예산결산특별위원회,189,171,18,0
876,안상수,새누리당,"재선( 15대 , 19대 )",농림축산식품해양수산위원회,270,234,36,0
857,안철수,무소속,초선( 19대 ),본회의,135,122,0,13
857,안철수,무소속,초선( 19대 ),보건복지위원회,990,874,26,90
857,안철수,무소속,초선( 19대 ),동북아역사왜곡대책특별위원회,135,90,0,45
401,안홍준,새누리당,"3선( 17대 , 18대 , 19대 )",본회의,135,135,0,0
401,안홍준,새누리당,"3선( 17대 , 18대 , 19대 )",외교통일위원회,711,702,9,0
401,안홍준,새누리당,"3선( 17대 , 18대 , 19대 )",교육문화체육관광위원회,586,486,64,36
603,안효대,새누리당,"재선( 18대 , 19대 )",본회의,135,135,0,0
603,안효대,새누리당,"재선( 18대 , 19대 )",지방자치발전특별위원회,63,45,0,18
603,안효대,새누리당,"재선( 18대 , 19대 )",국토교통위원회,638,611,9,18
603,안효대,새누리당,"재선( 18대 , 19대 )",예산결산특별위원회,280,253,0,27
603,안효대,새누리당,"재선( 18대 , 19대 )",농림축산식품해양수산위원회,684,675,9,0
603,안효대,새누리당,"재선( 18대 , 19대 )",학교폭력대책특별위원회,18,18,0,0
603,안효대,새누리당,"재선( 18대 , 19대 )",헌법재판소재판관후보자를겸하는헌법재판소장(이동흡)임명동의에관한인사청문특별위원회,36,36,0,0
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",본회의,135,135,0,0
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",공공의료정상화를위한국정조사특별위원회,9,9,0,0
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",허베이스피리트호유류피해대책특별위원회,46,37,9,0
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",대법관(권순일)임명동의에관한인사청문특별위원회,27,27,0,0
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",태안유류피해대책특별위원회,36,36,0,0
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",공공의료정상화를위한국정조사특별위원회위원회,9,9,0,0
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",보건복지위원회,1259,1079,45,135
402,양승조,더불어민주당,"3선( 17대 , 18대 , 19대 )",예산결산특별위원회,171,162,0,9
861,양창영,새누리당,초선( 19대 ),본회의,135,126,9,0
861,양창영,새누리당,초선( 19대 ),남북관계및교류협력발전특별위원회,63,63,0,0
861,양창영,새누리당,초선( 19대 ),환경노동위원회,452,406,28,18
861,양창영,새누리당,초선( 19대 ),예산결산특별위원회,189,144,45,0
605,여상규,새누리당,"재선( 18대 , 19대 )",본회의,135,135,0,0
605,여상규,새누리당,"재선( 18대 , 19대 )",산업통상자원위원회,1316,1223,75,18
605,여상규,새누리당,"재선( 18대 , 19대 )",헌법재판소장(박한철)임명동의에관한인사청문특별위원회,36,36,0,0
605,여상규,새누리당,"재선( 18대 , 19대 )","헌법재판소재판관(강일원,김이수,안창호)선출에관한인사청문특별위원회",45,36,9,0
605,여상규,새누리당,"재선( 18대 , 19대 )",정치개혁특별위원회,136,117,19,0
605,여상규,새누리당,"재선( 18대 , 19대 )",국회쇄신특별위원회,46,28,18,0
753,염동열,새누리당,초선( 19대 ),본회의,135,135,0,0
753,염동열,새누리당,초선( 19대 ),사법제도개혁특별위원회,72,45,18,9
753,염동열,새누리당,초선( 19대 ),미래창조과학방송통신위원회,315,297,18,0
753,염동열,새누리당,초선( 19대 ),국무총리(황교안)임명동의에관한인사청문특별위원회,54,45,9,0
753,염동열,새누리당,초선( 19대 ),창조경제활성화특별위원회,99,72,27,0
753,염동열,새누리당,초선( 19대 ),국무총리(이완구)임명동의에관한인사청문특별위원회,45,45,0,0
753,염동열,새누리당,초선( 19대 ),예산결산특별위원회,144,117,27,0
753,염동열,새누리당,초선( 19대 ),교육문화체육관광위원회,982,918,64,0
753,염동열,새누리당,초선( 19대 ),국회운영위원회,144,135,9,0
753,염동열,새누리당,초선( 19대 ),평창동계올림픽및국제경기대회지원특별위원회,216,198,18,0
753,염동열,새누리당,초선( 19대 ),윤리특별위원회,108,99,9,0
875,오신환,새누리당,초선( 19대 ),본회의,135,130,0,5
875,오신환,새누리당,초선( 19대 ),정무위원회,180,153,27,0
875,오신환,새누리당,초선( 19대 ),예산결산특별위원회,189,144,45,0
292,오영식,더불어민주당,"3선( 16대 , 17대 , 19대 )",본회의,135,130,0,5
292,오영식,더불어민주당,"3선( 16대 , 17대 , 19대 )",지방재정특별위원회,36,27,0,9
292,오영식,더불어민주당,"3선( 16대 , 17대 , 19대 )",산업통상자원위원회,1317,1225,47,45
292,오영식,더불어민주당,"3선( 16대 , 17대 , 19대 )",통상관계대책특별위원회,36,18,0,18
406,오제세,더불어민주당,"3선( 17대 , 18대 , 19대 )",본회의,135,135,0,0
406,오제세,더불어민주당,"3선( 17대 , 18대 , 19대 )",보건복지위원회,621,612,9,0
406,오제세,더불어민주당,"3선( 17대 , 18대 , 19대 )",기획재정위원회,514,478,0,36
406,오제세,더불어민주당,"3선( 17대 , 18대 , 19대 )",대법관(이기택)임명동의에관한인사청문특별위원회,27,27,0,0
407,우상호,더불어민주당,"재선( 17대 , 19대 )",본회의,135,116,14,5
407,우상호,더불어민주당,"재선( 17대 , 19대 )",외교통일위원회,675,522,144,9
407,우상호,더불어민주당,"재선( 17대 , 19대 )",평창동계올림픽및국제경기대회지원특별위원회,27,9,18,0
407,우상호,더불어민주당,"재선( 17대 , 19대 )",미래창조과학방송통신위원회,549,540,9,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )",본회의,135,135,0,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )","대법관(고영한,김병화,김신,김창석)임명동의에관한인사청문특별위원회",56,36,20,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )",지속가능발전특별위원회,90,54,27,9
478,우원식,더불어민주당,"재선( 17대 , 19대 )",세월호침몰사고의진상규명을위한국정조사특별위원회,118,109,9,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )",국무총리(황교안)임명동의에관한인사청문특별위원회,54,54,0,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )",국회운영위원회,205,142,63,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )",환경노동위원회,470,381,89,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )",교육문화체육관광위원회,756,630,126,0
478,우원식,더불어민주당,"재선( 17대 , 19대 )",예산결산특별위원회,134,99,35,0
408,우윤근,더불어민주당,"3선( 17대 , 18대 , 19대 )",본회의,135,125,0,10
408,우윤근,더불어민주당,"3선( 17대 , 18대 , 19대 )",국무총리실산하민간인불법사찰및증거인멸사건의진상규명을위한국정조사특별위원회,18,18,0,0
408,우윤근,더불어민주당,"3선( 17대 , 18대 , 19대 )",국회운영위원회,153,144,9,0
408,우윤근,더불어민주당,"3선( 17대 , 18대 , 19대 )",산업통상자원위원회,792,738,27,27
408,우윤근,더불어민주당,"3선( 17대 , 18대 , 19대 )",법제사법위원회,757,703,18,36
408,우윤근,더불어민주당,"3선( 17대 , 18대 , 19대 )",정보위원회,90,72,9,9
147,원유철,새누리당,"4선( 15대 , 16대 , 18대 , 19대 )",본회의,135,135,0,0
147,원유철,새누리당,"4선( 15대 , 16대 , 18대 , 19대 )",외교통일위원회,1071,827,199,45
147,원유철,새누리당,"4선( 15대 , 16대 , 18대 , 19대 )",정보위원회,83,56,27,0
147,원유철,새누리당,"4선( 15대 , 16대 , 18대 , 19대 )",국회운영위원회,81,81,0,0
147,원유철,새누리당,"4선( 15대 , 16대 , 18대 , 19대 )",국무총리후보자(정홍원)에관한인사청문특별위원회,45,45,0,0
147,원유철,새누리당,"4선( 15대 , 16대 , 18대 , 19대 )",지방자치발전특별위원회,63,63,0,0
411,원혜영,더불어민주당,"4선( 14대 , 17대 , 18대 , 19대 )",본회의,135,117,0,18
411,원혜영,더불어민주당,"4선( 14대 , 17대 , 18대 , 19대 )",외교통일위원회,1144,981,37,126
411,원혜영,더불어민주당,"4선( 14대 , 17대 , 18대 , 19대 )",국회쇄신특별위원회,45,36,0,9
411,원혜영,더불어민주당,"4선( 14대 , 17대 , 18대 , 19대 )",정치쇄신특별위원회,54,27,27,0
411,원혜영,더불어민주당,"4선( 14대 , 17대 , 18대 , 19대 )",남북관계및교류협력발전특별위원회,63,63,0,0
412,유기준,새누리당,"3선( 17대 , 18대 , 19대 )",본회의,135,94,5,36
412,유기준,새누리당,"3선( 17대 , 18대 , 19대 )",외교통일위원회,442,244,153,45
412,유기준,새누리당,"3선( 17대 , 18대 , 19대 )",국가정보원등국가기관의정치적중립성강화를위한제도개선특별위원회,90,90,0,0
412,유기준,새누리당,"3선( 17대 , 18대 , 19대 )",사법제도개혁특별위원회,81,72,9,0
412,유기준,새누리당,"3선( 17대 , 18대 , 19대 )",국방위원회,639,567,63,9
413,유기홍,더불어민주당,"재선( 17대 , 19대 )",본회의,135,135,0,0
413,유기홍,더불어민주당,"재선( 17대 , 19대 )",동북아역사왜곡대책특별위원회,414,252,81,81
413,유기홍,더불어민주당,"재선( 17대 , 19대 )",아동.여성대상성폭력대책특별위원회,36,36,0,0
413,유기홍,더불어민주당,"재선( 17대 , 19대 )",교육문화체육관광위원회,1387,1315,36,36
413,유기홍,더불어민주당,"재선( 17대 , 19대 )",예산결산특별위원회,144,72,63,9
711,유대운,더불어민주당,초선( 19대 ),본회의,135,135,0,0
711,유대운,더불어민주당,초선( 19대 ),지방자치발전특별위원회,63,63,0,0
711,유대운,더불어민주당,초선( 19대 ),지방재정특별위원회,37,37,0,0
711,유대운,더불어민주당,초선( 19대 ),중앙선거관리위원회위원(김태현)선출에관한인사청문특별위원회,27,27,0,0
711,유대운,더불어민주당,초선( 19대 ),예산결산특별위원회,144,117,27,0
711,유대운,더불어민주당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회,45,45,0,0
711,유대운,더불어민주당,초선( 19대 ),예산재정개혁특별위원회,63,54,9,0
711,유대운,더불어민주당,초선( 19대 ),국회운영위원회,198,180,18,0
711,유대운,더불어민주당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회위원회,18,18,0,0
711,유대운,더불어민주당,초선( 19대 ),안전행정위원회,1513,1477,36,0
607,유성엽,무소속,"재선( 18대 , 19대 )",본회의,135,135,0,0
607,유성엽,무소속,"재선( 18대 , 19대 )",미래창조과학방송통신위원회,423,288,81,54
607,유성엽,무소속,"재선( 18대 , 19대 )",농림축산식품해양수산위원회,684,675,9,0
607,유성엽,무소속,"재선( 18대 , 19대 )",국무총리(이완구)임명동의에관한인사청문특별위원회,45,27,18,0
607,유성엽,무소속,"재선( 18대 , 19대 )",교육문화체육관광위원회,369,360,0,9
607,유성엽,무소속,"재선( 18대 , 19대 )",윤리특별위원회,81,45,27,9
607,유성엽,무소속,"재선( 18대 , 19대 )",동북아역사왜곡대책특별위원회,135,90,18,27
607,유성엽,무소속,"재선( 18대 , 19대 )","헌법재판소재판관(강일원,김이수,안창호)선출에관한인사청문특별위원회",45,45,0,0
607,유성엽,무소속,"재선( 18대 , 19대 )",예산결산특별위원회,297,216,72,9
356,유승민,새누리당,"3선( 17대 , 18대 , 19대 )",본회의,135,99,36,0
356,유승민,새누리당,"3선( 17대 , 18대 , 19대 )",외교통일위원회,234,189,45,0
356,유승민,새누리당,"3선( 17대 , 18대 , 19대 )",국회운영위원회,90,81,9,0
356,유승민,새누리당,"3선( 17대 , 18대 , 19대 )",정보위원회,36,27,9,0
356,유승민,새누리당,"3선( 17대 , 18대 , 19대 )",국방위원회,918,873,45,0
801,유승우,무소속,초선( 19대 ),본회의,135,90,45,0
801,유승우,무소속,초선( 19대 ),지방재정특별위원회,36,27,9,0
801,유승우,무소속,초선( 19대 ),예산결산특별위원회,135,135,0,0
801,유승우,무소속,초선( 19대 ),농림축산식품해양수산위원회,684,639,45,0
801,유승우,무소속,초선( 19대 ),정치쇄신특별위원회,54,36,18,0
801,유승우,무소속,초선( 19대 ),동북아역사왜곡대책특별위원회,414,288,126,0
801,유승우,무소속,초선( 19대 ),안전행정위원회,945,918,27,0
503,유승희,더불어민주당,"재선( 17대 , 19대 )",본회의,135,116,9,10
503,유승희,더불어민주당,"재선( 17대 , 19대 )",방송공정성특별위원회,153,153,0,0
503,유승희,더불어민주당,"재선( 17대 , 19대 )",아동.여성대상성폭력대책특별위원회,36,36,0,0
503,유승희,더불어민주당,"재선( 17대 , 19대 )",여성가족위원회,487,442,36,9
503,유승희,더불어민주당,"재선( 17대 , 19대 )",미래창조과학방송통신위원회,1233,1080,117,36
792,유은혜,더불어민주당,초선( 19대 ),본회의,135,135,0,0
792,유은혜,더불어민주당,초선( 19대 ),평창동계올림픽및국제경기대회지원특별위원회,9,9,0,0
792,유은혜,더불어민주당,초선( 19대 ),국회운영위원회,72,45,27,0
792,유은혜,더불어민주당,초선( 19대 ),학교폭력대책특별위원회,18,18,0,0
792,유은혜,더불어민주당,초선( 19대 ),교육문화체육관광위원회,1385,1295,90,0
792,유은혜,더불어민주당,초선( 19대 ),국민안전혁신특별위원회,119,101,18,0
869,유의동,새누리당,초선( 19대 ),본회의,135,125,10,0
869,유의동,새누리당,초선( 19대 ),중동호흡기증후군대책특별위원회,81,45,36,0
869,유의동,새누리당,초선( 19대 ),정무위원회,504,459,45,0
869,유의동,새누리당,초선( 19대 ),기획재정위원회,9,9,0,0
869,유의동,새누리당,초선( 19대 ),국회운영위원회,90,72,18,0
415,유인태,더불어민주당,"3선( 14대 , 17대 , 19대 )",본회의,135,135,0,0
415,유인태,더불어민주당,"3선( 14대 , 17대 , 19대 )",외교통일위원회,675,630,18,27
415,유인태,더불어민주당,"3선( 14대 , 17대 , 19대 )",국가정보원등국가기관의정치적중립성강화를위한제도개선특별위원회,90,90,0,0
415,유인태,더불어민주당,"3선( 14대 , 17대 , 19대 )",교육문화체육관광위원회,631,523,45,63
415,유인태,더불어민주당,"3선( 14대 , 17대 , 19대 )",정보위원회,252,234,9,9
415,유인태,더불어민주당,"3선( 14대 , 17대 , 19대 )",정치개혁특별위원회,136,127,9,0
608,유일호,새누리당,"재선( 18대 , 19대 )",본회의,135,94,0,41
608,유일호,새누리당,"재선( 18대 , 19대 )",정무위원회,1125,1035,27,63
608,유일호,새누리당,"재선( 18대 , 19대 )",예산재정개혁특별위원회,63,54,9,0
608,유일호,새누리당,"재선( 18대 , 19대 )",미래창조과학방송통신위원회,243,36,36,171
608,유일호,새누리당,"재선( 18대 , 19대 )",대법관(박상옥)임명동의에관한인사청문특별위원회,9,9,0,0
609,유재중,새누리당,"재선( 18대 , 19대 )",본회의,135,126,0,9
609,유재중,새누리당,"재선( 18대 , 19대 )",남북관계및교류협력발전특별위원회,63,54,9,0
609,유재중,새누리당,"재선( 18대 , 19대 )",보건복지위원회,621,567,45,9
609,유재중,새누리당,"재선( 18대 , 19대 )",교육문화체육관광위원회,622,503,119,0
609,유재중,새누리당,"재선( 18대 , 19대 )",사법제도개혁특별위원회,9,0,9,0
738,윤관석,더불어민주당,초선( 19대 ),본회의,135,135,0,0
738,윤관석,더불어민주당,초선( 19대 ),미래창조과학방송통신위원회,314,288,26,0
738,윤관석,더불어민주당,초선( 19대 ),예산결산특별위원회,146,119,27,0
738,윤관석,더불어민주당,초선( 19대 ),교육문화체육관광위원회,980,881,99,0
738,윤관석,더불어민주당,초선( 19대 ),국회운영위원회,208,198,10,0
738,윤관석,더불어민주당,초선( 19대 ),평창동계올림픽및국제경기대회지원특별위원회,216,207,9,0
738,윤관석,더불어민주당,초선( 19대 ),윤리특별위원회,162,108,45,9
804,윤명희,새누리당,초선( 19대 ),본회의,135,135,0,0
804,윤명희,새누리당,초선( 19대 ),허베이스피리트호유류피해대책특별위원회,45,45,0,0
804,윤명희,새누리당,초선( 19대 ),지방재정특별위원회,36,36,0,0
804,윤명희,새누리당,초선( 19대 ),여성가족위원회,334,280,18,36
804,윤명희,새누리당,초선( 19대 ),농림축산식품해양수산위원회,1494,1458,27,9
804,윤명희,새누리당,초선( 19대 ),군인권개선및병영문화혁신특별위원회,63,45,0,18
804,윤명희,새누리당,초선( 19대 ),통상관계대책특별위원회,36,36,0,0
611,윤상현,새누리당,"재선( 18대 , 19대 )",본회의,135,90,9,36
611,윤상현,새누리당,"재선( 18대 , 19대 )",외교통일위원회,1090,657,334,99
611,윤상현,새누리당,"재선( 18대 , 19대 )",국회운영위원회,270,261,0,9
611,윤상현,새누리당,"재선( 18대 , 19대 )",정보위원회,180,144,36,0
780,윤영석,새누리당,초선( 19대 ),본회의,135,126,0,9
780,윤영석,새누리당,초선( 19대 ),산업통상자원위원회,783,405,378,0
780,윤영석,새누리당,초선( 19대 ),중앙선거관리위원회위원(김태현)선출에관한인사청문특별위원회,27,18,9,0
780,윤영석,새누리당,초선( 19대 ),예산결산특별위원회,135,108,27,0
780,윤영석,새누리당,초선( 19대 ),국무총리(이완구)임명동의에관한인사청문특별위원회,45,36,9,0
780,윤영석,새누리당,초선( 19대 ),남북관계발전특별위원회,9,9,0,0
780,윤영석,새누리당,초선( 19대 ),국회운영위원회,144,99,45,0
780,윤영석,새누리당,초선( 19대 ),통상관계대책특별위원회,36,27,9,0
780,윤영석,새누리당,초선( 19대 ),안전행정위원회,569,515,54,0
735,윤재옥,새누리당,초선( 19대 ),본회의,135,121,9,5
735,윤재옥,새누리당,초선( 19대 ),"헌법재판소재판관(강일원,김이수,안창호)선출에관한인사청문특별위원회",45,45,0,0
735,윤재옥,새누리당,초선( 19대 ),아동.여성대상성폭력대책특별위원회,36,36,0,0
735,윤재옥,새누리당,초선( 19대 ),세월호침몰사고의진상규명을위한국정조사특별위원회,108,108,0,0
735,윤재옥,새누리당,초선( 19대 ),예산결산특별위원회,189,135,54,0
735,윤재옥,새누리당,초선( 19대 ),학교폭력대책특별위원회,18,18,0,0
735,윤재옥,새누리당,초선( 19대 ),국가정보원댓글의혹사건등의진상규명을위한국정조사특별위원회,98,80,18,0
735,윤재옥,새누리당,초선( 19대 ),국회운영위원회,269,244,9,16
735,윤재옥,새누리당,초선( 19대 ),교육문화체육관광위원회,631,594,28,9
735,윤재옥,새누리당,초선( 19대 ),정보위원회,242,215,27,0
735,윤재옥,새누리당,초선( 19대 ),안전행정위원회,939,883,9,47
418,윤호중,더불어민주당,"재선( 17대 , 19대 )",본회의,135,135,0,0
418,윤호중,더불어민주당,"재선( 17대 , 19대 )",기획재정위원회,1189,1117,63,9
418,윤호중,더불어민주당,"재선( 17대 , 19대 )","중앙선거관리위원회위원(이상환,김용호)선출에관한인사청문특별위원회",18,18,0,0
418,윤호중,더불어민주당,"재선( 17대 , 19대 )",서민주거복지특별위원회,100,100,0,0
418,윤호중,더불어민주당,"재선( 17대 , 19대 )",예산결산특별위원회,144,108,36,0
418,윤호중,더불어민주당,"재선( 17대 , 19대 )",평창동계올림픽및국제경기대회지원특별위원회,216,162,54,0
798,윤후덕,더불어민주당,초선( 19대 ),본회의,135,135,0,0
798,윤후덕,더불어민주당,초선( 19대 ),국토교통위원회,639,576,63,0
798,윤후덕,더불어민주당,초선( 19대 ),예산결산특별위원회,135,126,9,0
798,윤후덕,더불어민주당,초선( 19대 ),남북관계발전특별위원회,18,9,9,0
798,윤후덕,더불어민주당,초선( 19대 ),군인권개선및병영문화혁신특별위원회,108,54,54,0
798,윤후덕,더불어민주당,초선( 19대 ),국회운영위원회,45,36,9,0
798,윤후덕,더불어민주당,초선( 19대 ),정치개혁특별위원회,72,63,9,0
798,윤후덕,더불어민주당,초선( 19대 ),국방위원회,549,540,9,0
827,은수미,더불어민주당,초선( 19대 ),본회의,135,135,0,0
827,은수미,더불어민주당,초선( 19대 ),국민안전혁신특별위원회,117,45,72,0
827,은수미,더불어민주당,초선( 19대 ),국회운영위원회,271,199,45,27
827,은수미,더불어민주당,초선( 19대 ),환경노동위원회,1243,1171,36,36
827,은수미,더불어민주당,초선( 19대 ),국무총리(황교안)임명동의에관한인사청문특별위원회,54,54,0,0
827,은수미,더불어민주당,초선( 19대 ),윤리특별위원회,81,54,27,0
751,이강후,새누리당,초선( 19대 ),본회의,135,117,18,0
751,이강후,새누리당,초선( 19대 ),산업통상자원위원회,1308,1190,109,9
751,이강후,새누리당,초선( 19대 ),평창동계올림픽및국제경기대회지원특별위원회,54,54,0,0
751,이강후,새누리당,초선( 19대 ),통상관계대책특별위원회,36,27,9,0
874,이개호,더불어민주당,초선( 19대 ),본회의,135,135,0,0
874,이개호,더불어민주당,초선( 19대 ),국회운영위원회,135,117,18,0
874,이개호,더불어민주당,초선( 19대 ),미래창조과학방송통신위원회,514,505,0,9
874,이개호,더불어민주당,초선( 19대 ),창조경제활성화특별위원회,18,18,0,0
874,이개호,더불어민주당,초선( 19대 ),예산결산특별위원회,188,161,27,0
352,이군현,새누리당,"3선( 17대 , 18대 , 19대 )",본회의,135,108,27,0
352,이군현,새누리당,"3선( 17대 , 18대 , 19대 )",윤리특별위원회,54,54,0,0
352,이군현,새누리당,"3선( 17대 , 18대 , 19대 )",교육문화체육관광위원회,756,522,234,0
352,이군현,새누리당,"3선( 17대 , 18대 , 19대 )",미래창조과학방송통신위원회,351,171,180,0
352,이군현,새누리당,"3선( 17대 , 18대 , 19대 )",농림축산식품해양수산위원회,234,180,54,0
352,이군현,새누리당,"3선( 17대 , 18대 , 19대 )",예산결산특별위원회,144,144,0,0
713,이노근,새누리당,초선( 19대 ),본회의,135,125,0,10
713,이노근,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회,45,45,0,0
713,이노근,새누리당,초선( 19대 ),국토교통위원회,1169,1160,0,9
713,이노근,새누리당,초선( 19대 ),지방재정특별위원회,36,36,0,0
713,이노근,새누리당,초선( 19대 ),예산결산특별위원회,190,190,0,0
713,이노근,새누리당,초선( 19대 ),정치쇄신특별위원회,54,54,0,0
713,이노근,새누리당,초선( 19대 ),국민안전혁신특별위원회,117,99,0,18
713,이노근,새누리당,초선( 19대 ),"중앙선거관리위원회위원(이상환,김용호)선출에관한인사청문특별위원회",18,18,0,0
713,이노근,새누리당,초선( 19대 ),서민주거복지특별위원회,100,81,1,18
713,이노근,새누리당,초선( 19대 ),공공의료정상화를위한국정조사특별위원회위원회,18,18,0,0
713,이노근,새누리당,초선( 19대 ),정치개혁특별위원회,72,72,0,0
811,이만우,새누리당,초선( 19대 ),본회의,135,49,0,86
811,이만우,새누리당,초선( 19대 ),기획재정위원회,1207,1126,18,63
615,이명수,새누리당,"재선( 18대 , 19대 )",본회의,135,135,0,0
615,이명수,새누리당,"재선( 18대 , 19대 )",국토교통위원회,630,477,144,9
615,이명수,새누리당,"재선( 18대 , 19대 )",정치쇄신특별위원회,54,36,18,0
615,이명수,새누리당,"재선( 18대 , 19대 )",중동호흡기증후군대책특별위원회,81,63,18,0
615,이명수,새누리당,"재선( 18대 , 19대 )",국민안전혁신특별위원회,117,72,45,0
615,이명수,새누리당,"재선( 18대 , 19대 )",동북아역사왜곡대책특별위원회,404,242,162,0
615,이명수,새누리당,"재선( 18대 , 19대 )",보건복지위원회,658,649,9,0
427,이목희,더불어민주당,"재선( 17대 , 19대 )",본회의,135,117,0,18
427,이목희,더불어민주당,"재선( 17대 , 19대 )",남북관계및교류협력발전특별위원회,64,36,0,28
427,이목희,더불어민주당,"재선( 17대 , 19대 )",보건복지위원회,1277,1134,54,89
293,이미경,더불어민주당,"5선( 15대 , 16대 , 17대 , 18대 , 19대 )",본회의,135,135,0,0
293,이미경,더불어민주당,"5선( 15대 , 16대 , 17대 , 18대 , 19대 )",국토교통위원회,1170,1089,81,0
293,이미경,더불어민주당,"5선( 15대 , 16대 , 17대 , 18대 , 19대 )",아동.여성대상성폭력대책특별위원회,36,36,0,0
293,이미경,더불어민주당,"5선( 15대 , 16대 , 17대 , 18대 , 19대 )",서민주거복지특별위원회,100,100,0,0
293,이미경,더불어민주당,"5선( 15대 , 16대 , 17대 , 18대 , 19대 )",지속가능발전특별위원회,54,45,9,0
293,이미경,더불어민주당,"5선( 15대 , 16대 , 17대 , 18대 , 19대 )",예산결산특별위원회,171,126,45,0
169,이병석,새누리당,"4선( 16대 , 17대 , 18대 , 19대 )",본회의,135,108,0,27
169,이병석,새누리당,"4선( 16대 , 17대 , 18대 , 19대 )",외교통일위원회,666,459,126,81
169,이병석,새누리당,"4선( 16대 , 17대 , 18대 , 19대 )",법제사법위원회,739,585,90,64
169,이병석,새누리당,"4선( 16대 , 17대 , 18대 , 19대 )",정치개혁특별위원회,136,136,0,0
430,이상민,더불어민주당,"3선( 17대 , 18대 , 19대 )",본회의,135,135,0,0
430,이상민,더불어민주당,"3선( 17대 , 18대 , 19대 )",법제사법위원회,757,757,0,0
430,이상민,더불어민주당,"3선( 17대 , 18대 , 19대 )",미래창조과학방송통신위원회,423,279,45,99
430,이상민,더불어민주당,"3선( 17대 , 18대 , 19대 )",방송공정성특별위원회,117,117,0,0
430,이상민,더불어민주당,"3선( 17대 , 18대 , 19대 )",교육문화체육관광위원회,369,306,9,54
430,이상민,더불어민주당,"3선( 17대 , 18대 , 19대 )","헌법재판소재판관(강일원,김이수,안창호)선출에관한인사청문특별위원회",45,45,0,0
430,이상민,더불어민주당,"3선( 17대 , 18대 , 19대 )",예산결산특별위원회,171,117,9,45
809,이상일,새누리당,초선( 19대 ),본회의,135,135,0,0
809,이상일,새누리당,초선( 19대 ),동북아역사왜곡대책특별위원회,412,313,63,36
809,이상일,새누리당,초선( 19대 ),국회운영위원회,171,144,18,9
809,이상일,새누리당,초선( 19대 ),교육문화체육관광위원회,615,570,45,0
809,이상일,새누리당,초선( 19대 ),국토교통위원회,18,18,0,0
809,이상일,새누리당,초선( 19대 ),미래창조과학방송통신위원회,666,530,127,9
762,이상직,더불어민주당,초선( 19대 ),본회의,135,135,0,0
762,이상직,더불어민주당,초선( 19대 ),국회운영위원회,9,0,9,0
762,이상직,더불어민주당,초선( 19대 ),정무위원회,1366,1214,62,90
762,이상직,더불어민주당,초선( 19대 ),동북아역사왜곡대책특별위원회,415,28,387,0
762,이상직,더불어민주당,초선( 19대 ),예산결산특별위원회,190,135,55,0
762,이상직,더불어민주당,초선( 19대 ),대법관(박상옥)임명동의에관한인사청문특별위원회,27,27,0,0
432,이석현,더불어민주당,"5선( 14대 , 15대 , 17대 , 18대 , 19대 )",본회의,135,135,0,0
432,이석현,더불어민주당,"5선( 14대 , 15대 , 17대 , 18대 , 19대 )",남북관계발전특별위원회,9,9,0,0
432,이석현,더불어민주당,"5선( 14대 , 15대 , 17대 , 18대 , 19대 )",국무총리실산하민간인불법사찰및증거인멸사건의진상규명을위한국정조사특별위원회,18,9,9,0
